league,season,team,player,nation,pos,age,born,matches_played,starts,minutes,nineties,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,goals_per90,assists_per90,ga_per90,npg_per90,npga_per90
ENG-Premier League,2122,Chelsea,Mateo Kovačić,CRO,MF,27.0,1994.0,25,16,1558,17.3,2,5,7,2,0,0,4,0,0.12,0.29,0.4,0.12,0.4
ENG-Premier League,2122,Chelsea,N'Golo Kanté,FRA,MF,30.0,1991.0,26,21,1773,19.7,2,4,6,2,0,0,2,0,0.1,0.2,0.3,0.1,0.3
ENG-Premier League,2122,Chelsea,Reece James,ENG,MF,21.0,1999.0,26,22,1864,20.7,5,9,14,5,0,0,4,1,0.24,0.43,0.68,0.24,0.68
ENG-Premier League,2122,Chelsea,Romelu Lukaku,BEL,FW,28.0,1993.0,26,16,1589,17.7,8,0,8,7,1,1,1,0,0.45,0.0,0.45,0.4,0.4
ENG-Premier League,2122,Chelsea,Ross Barkley,ENG,MF,27.0,1993.0,6,1,179,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
ENG-Premier League,2122,Chelsea,Ruben Loftus-Cheek,ENG,MF,25.0,1996.0,24,13,1394,15.5,0,2,2,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13
ENG-Premier League,2122,Chelsea,Saúl Ñíguez,ESP,MF,26.0,1994.0,10,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Chelsea,Thiago Silva,BRA,DF,36.0,1984.0,32,28,2650,29.4,3,0,3,3,0,0,2,0,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2122,Chelsea,Timo Werner,GER,"FW,MF",25.0,1996.0,21,15,1283,14.3,4,1,5,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35
ENG-Premier League,2122,Chelsea,Trevoh Chalobah,ENG,DF,22.0,1999.0,20,17,1449,16.1,3,1,4,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25
ENG-Premier League,2122,Crystal Palace,Cheikhou Kouyaté,SEN,MF,31.0,1989.0,27,23,1974,21.9,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2122,Crystal Palace,Christian Benteke,BEL,FW,30.0,1990.0,25,11,1145,12.7,4,1,5,4,0,0,3,0,0.31,0.08,0.39,0.31,0.39
ENG-Premier League,2122,Crystal Palace,Conor Gallagher,ENG,MF,21.0,2000.0,34,33,2845,31.6,8,3,11,8,0,0,10,0,0.25,0.09,0.35,0.25,0.35
ENG-Premier League,2122,Crystal Palace,Eberechi Eze,ENG,"MF,FW",23.0,1998.0,13,6,605,6.7,1,1,2,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3
ENG-Premier League,2122,Crystal Palace,Jack Butland,ENG,GK,28.0,1993.0,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,James McArthur,SCO,MF,33.0,1987.0,21,15,1439,16.0,0,3,3,0,0,0,4,0,0.0,0.19,0.19,0.0,0.19
ENG-Premier League,2122,Crystal Palace,James Tomkins,ENG,DF,32.0,1989.0,8,6,547,6.1,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16
ENG-Premier League,2122,Crystal Palace,Jaïro Riedewald,NED,MF,24.0,1996.0,3,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Jean-Philippe Mateta,FRA,FW,24.0,1997.0,22,13,1145,12.7,5,1,6,5,0,0,2,0,0.39,0.08,0.47,0.39,0.47
ENG-Premier League,2122,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",28.0,1992.0,32,20,1851,20.6,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24
ENG-Premier League,2122,Crystal Palace,Jesurun Rak Sakyi,GHA,MF,18.0,2002.0,2,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Joachim Andersen,DEN,DF,25.0,1996.0,34,32,2916,32.4,0,3,3,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2122,Crystal Palace,Joel Ward,ENG,DF,31.0,1989.0,28,27,2487,27.6,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Jordan Ayew,GHA,"FW,MF",29.0,1991.0,31,23,2019,22.4,3,3,6,3,0,0,2,0,0.13,0.13,0.27,0.13,0.27
ENG-Premier League,2122,Crystal Palace,Luka Milivojević,SRB,MF,30.0,1991.0,15,9,774,8.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Marc Guéhi,ENG,DF,21.0,2000.0,36,36,3222,35.8,2,1,3,2,0,0,4,0,0.06,0.03,0.08,0.06,0.08
ENG-Premier League,2122,Crystal Palace,Michael Olise,FRA,"FW,MF",19.0,2001.0,26,12,1141,12.7,2,5,7,2,0,0,4,0,0.16,0.39,0.55,0.16,0.55
ENG-Premier League,2122,Crystal Palace,Nathan Ferguson,ENG,DF,20.0,2000.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Nathaniel Clyne,ENG,DF,30.0,1991.0,16,15,1351,15.0,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07
ENG-Premier League,2122,Crystal Palace,Odsonne Édouard,FRA,"FW,MF",23.0,1998.0,28,18,1564,17.4,6,3,9,5,1,1,4,0,0.35,0.17,0.52,0.29,0.46
ENG-Premier League,2122,Crystal Palace,Tyrick Mitchell,ENG,DF,21.0,1999.0,36,35,3101,34.5,0,2,2,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2122,Crystal Palace,Vicente Guaita,ESP,GK,34.0,1987.0,30,30,2655,29.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",28.0,1992.0,33,31,2760,30.7,14,1,15,9,5,7,6,1,0.46,0.03,0.49,0.29,0.33
ENG-Premier League,2122,Crystal Palace,Will Hughes,ENG,MF,26.0,1995.0,16,13,1053,11.7,0,1,1,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2122,Everton,Abdoulaye Doucouré,MLI,MF,28.0,1993.0,30,29,2537,28.2,2,4,6,2,0,0,6,0,0.07,0.14,0.21,0.07,0.21
ENG-Premier League,2122,Everton,Alex Iwobi,NGA,"MF,DF",25.0,1996.0,28,22,2035,22.6,2,2,4,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18
ENG-Premier League,2122,Everton,Allan,BRA,MF,30.0,1991.0,28,25,2183,24.3,0,2,2,0,0,0,7,1,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2122,Everton,Andros Townsend,ENG,MF,30.0,1991.0,21,17,1455,16.2,3,2,5,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25
ENG-Premier League,2122,Everton,André Gomes,POR,MF,28.0,1993.0,14,7,619,6.9,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15
ENG-Premier League,2122,Everton,Anthony Gordon,ENG,"MF,FW",20.0,2001.0,35,25,2285,25.4,4,2,6,4,0,0,4,0,0.16,0.08,0.24,0.16,0.24
ENG-Premier League,2122,Everton,Anwar El Ghazi,NED,"FW,MF",26.0,1995.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Asmir Begović,BIH,GK,34.0,1987.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Ben Godfrey,ENG,DF,23.0,1998.0,23,23,2029,22.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Cenk Tosun,TUR,"FW,MF",30.0,1991.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Dele Alli,ENG,MF,25.0,1996.0,11,1,338,3.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Demarai Gray,JAM,"MF,FW",25.0,1996.0,34,28,2338,26.0,5,4,9,5,0,0,3,0,0.19,0.15,0.35,0.19,0.35
ENG-Premier League,2122,Everton,Dominic Calvert-Lewin,ENG,FW,24.0,1997.0,17,15,1283,14.3,5,2,7,3,2,3,2,0,0.35,0.14,0.49,0.21,0.35
ENG-Premier League,2122,Everton,Donny van de Beek,NED,MF,24.0,1997.0,7,5,483,5.4,1,0,1,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19
ENG-Premier League,2122,Everton,Ellis Simms,ENG,FW,20.0,2001.0,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Fabian Delph,ENG,MF,31.0,1989.0,11,8,662,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Isaac Price,NIR,MF,17.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Jarrad Branthwaite,ENG,DF,19.0,2002.0,6,4,388,4.3,1,0,1,1,0,0,0,1,0.23,0.0,0.23,0.23,0.23
ENG-Premier League,2122,Everton,Jean-Philippe Gbamin,CIV,MF,25.0,1995.0,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Jonjoe Kenny,ENG,DF,24.0,1997.0,15,11,1018,11.3,0,1,1,0,0,0,3,1,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2122,Everton,Jordan Pickford,ENG,GK,27.0,1994.0,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Lewis Dobbin,ENG,"FW,MF",18.0,2003.0,3,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Lucas Digne,FRA,DF,28.0,1993.0,13,13,1170,13.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Mason Holgate,JAM,DF,24.0,1996.0,25,23,2134,23.7,2,1,3,2,0,0,7,1,0.08,0.04,0.13,0.08,0.13
ENG-Premier League,2122,Everton,Michael Keane,ENG,DF,28.0,1993.0,32,31,2792,31.0,3,2,5,3,0,0,4,1,0.1,0.06,0.16,0.1,0.16
ENG-Premier League,2122,Everton,Moise Kean,ITA,FW,21.0,2000.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Richarlison,BRA,"FW,MF",24.0,1997.0,30,28,2523,28.0,10,5,15,7,3,3,9,0,0.36,0.18,0.54,0.25,0.43
ENG-Premier League,2122,Everton,Salomón Rondón,VEN,FW,31.0,1989.0,20,8,790,8.8,1,1,2,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23
ENG-Premier League,2122,Everton,Séamus Coleman,IRL,"DF,MF",32.0,1988.0,30,30,2656,29.5,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2122,Everton,Tom Davies,ENG,MF,23.0,1998.0,6,2,234,2.6,1,0,1,1,0,0,1,0,0.38,0.0,0.38,0.38,0.38
ENG-Premier League,2122,Everton,Tyler Onyango,ENG,MF,18.0,2003.0,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Everton,Vitaliy Mykolenko,UKR,"DF,MF",22.0,1999.0,13,12,1055,11.7,1,0,1,1,0,0,0,0,0.09,0.0,0.09,0.09,0.09
ENG-Premier League,2122,Everton,Yerry Mina,COL,DF,26.0,1994.0,13,11,846,9.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Adam Forshaw,ENG,MF,29.0,1991.0,22,17,1530,17.0,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2122,Leeds United,Charlie Cresswell,ENG,DF,18.0,2002.0,5,1,141,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Cody Drameh,ENG,DF,19.0,2001.0,3,1,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Crysencio Summerville,NED,"FW,MF",19.0,2001.0,6,0,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Daniel James,WAL,"FW,MF",23.0,1997.0,32,29,2366,26.3,4,4,8,4,0,0,7,1,0.15,0.15,0.3,0.15,0.3
ENG-Premier League,2122,Leeds United,Diego Llorente,ESP,DF,27.0,1993.0,28,28,2340,26.0,3,0,3,3,0,0,7,0,0.12,0.0,0.12,0.12,0.12
ENG-Premier League,2122,Leeds United,Hélder Costa,ANG,"FW,MF",27.0,1994.0,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Illan Meslier,FRA,GK,21.0,2000.0,38,38,3384,37.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Jack Harrison,ENG,MF,24.0,1996.0,35,32,2639,29.3,8,1,9,8,0,0,3,0,0.27,0.03,0.31,0.27,0.31
ENG-Premier League,2122,Leeds United,Jamie Shackleton,ENG,"DF,MF",21.0,1999.0,14,7,709,7.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Joe Gelhardt,ENG,FW,19.0,2002.0,20,5,746,8.3,2,2,4,2,0,0,4,0,0.24,0.24,0.48,0.24,0.48
ENG-Premier League,2122,Leeds United,Junior Firpo,DOM,"DF,MF",24.0,1996.0,24,19,1711,19.0,0,2,2,0,0,0,11,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2122,Leeds United,Kalvin Phillips,ENG,MF,25.0,1995.0,20,18,1596,17.7,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2122,Leeds United,Kristoffer Klaesson,NOR,GK,20.0,2000.0,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Leo Fuhr Hjelde,NOR,DF,17.0,2003.0,2,0,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Lewis Bate,ENG,MF,18.0,2002.0,3,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Liam Cooper,SCO,DF,29.0,1991.0,21,21,1814,20.2,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2122,Leeds United,Liam McCarron,SCO,DF,20.0,2001.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Luke Ayling,ENG,DF,29.0,1991.0,26,26,2272,25.2,2,2,4,2,0,0,4,1,0.08,0.08,0.16,0.08,0.16
ENG-Premier League,2122,Leeds United,Mateusz Klich,POL,MF,31.0,1990.0,33,26,2073,23.0,1,2,3,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13
ENG-Premier League,2122,Leeds United,Pascal Struijk,NED,DF,21.0,1999.0,29,22,2055,22.8,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2122,Leeds United,Patrick Bamford,ENG,FW,27.0,1993.0,9,7,559,6.2,2,2,4,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64
ENG-Premier League,2122,Leeds United,Raphinha,BRA,"MF,FW",24.0,1996.0,35,34,2915,32.4,11,3,14,7,4,4,7,0,0.34,0.09,0.43,0.22,0.31
ENG-Premier League,2122,Leeds United,Robin Koch,GER,"MF,DF",25.0,1996.0,20,17,1574,17.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Rodrigo,ESP,"MF,FW",30.0,1991.0,31,27,2265,25.2,6,1,7,5,1,1,9,0,0.24,0.04,0.28,0.2,0.24
ENG-Premier League,2122,Leeds United,Sam Greenwood,ENG,MF,19.0,2002.0,7,1,237,2.6,0,2,2,0,0,0,0,0,0.0,0.76,0.76,0.0,0.76
ENG-Premier League,2122,Leeds United,Stuart Dallas,NIR,"DF,MF",30.0,1991.0,34,34,2919,32.4,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06
ENG-Premier League,2122,Leeds United,Stuart McKinstry,SCO,MF,18.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leeds United,Tyler Roberts,WAL,"MF,FW",22.0,1999.0,23,7,987,11.0,1,1,2,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18
ENG-Premier League,2122,Leicester City,Ademola Lookman,NGA,"MF,FW",23.0,1997.0,26,16,1453,16.1,6,0,6,6,0,0,2,0,0.37,0.0,0.37,0.37,0.37
ENG-Premier League,2122,Leicester City,Ayoze Pérez,ESP,MF,28.0,1993.0,14,6,445,4.9,2,3,5,2,0,0,0,1,0.4,0.61,1.01,0.4,1.01
ENG-Premier League,2122,Leicester City,Boubakary Soumaré,FRA,MF,22.0,1999.0,19,12,1102,12.2,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2122,Leicester City,Daniel Amartey,GHA,DF,26.0,1994.0,28,23,2123,23.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Danny Ward,WAL,GK,28.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Hamza Choudhury,BAN,"MF,DF",23.0,1997.0,6,4,285,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Harvey Barnes,ENG,"MF,FW",23.0,1997.0,32,24,2101,23.3,6,10,16,6,0,0,2,0,0.26,0.43,0.69,0.26,0.69
ENG-Premier League,2122,Leicester City,James Justin,ENG,DF,23.0,1998.0,13,11,998,11.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,James Maddison,ENG,"MF,FW",24.0,1996.0,35,28,2459,27.3,12,8,20,12,0,0,3,0,0.44,0.29,0.73,0.44,0.73
ENG-Premier League,2122,Leicester City,Jamie Vardy,ENG,FW,34.0,1987.0,25,20,1806,20.1,15,2,17,15,0,0,2,0,0.75,0.1,0.85,0.75,0.85
ENG-Premier League,2122,Leicester City,Jannik Vestergaard,DEN,DF,28.0,1992.0,10,6,567,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Jonny Evans,NIR,DF,33.0,1988.0,18,16,1348,15.0,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13
ENG-Premier League,2122,Leicester City,Kasey McAteer,IRL,MF,19.0,2001.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Kasper Schmeichel,DEN,GK,34.0,1986.0,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Kelechi Iheanacho,NGA,FW,24.0,1996.0,26,13,1264,14.0,4,5,9,4,0,0,1,0,0.28,0.36,0.64,0.28,0.64
ENG-Premier League,2122,Leicester City,Kiernan Dewsbury-Hall,ENG,MF,22.0,1998.0,28,23,2105,23.4,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13
ENG-Premier League,2122,Leicester City,Lewis Brunt,ENG,"DF,MF",20.0,2000.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Luke Thomas,ENG,"DF,MF",20.0,2001.0,22,21,1912,21.2,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2122,Leicester City,Marc Albrighton,ENG,"MF,FW",31.0,1989.0,17,11,1132,12.6,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24
ENG-Premier League,2122,Leicester City,Nampalys Mendy,SEN,MF,29.0,1992.0,14,12,1032,11.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Patson Daka,ZAM,FW,22.0,1998.0,23,13,1159,12.9,5,3,8,5,0,0,2,0,0.39,0.23,0.62,0.39,0.62
ENG-Premier League,2122,Leicester City,Ricardo Pereira,POR,"DF,MF",27.0,1993.0,14,13,991,11.0,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36
ENG-Premier League,2122,Leicester City,Ryan Bertrand,ENG,DF,31.0,1989.0,4,4,337,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Timothy Castagne,BEL,"DF,MF",25.0,1995.0,27,22,2127,23.6,1,0,1,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2122,Leicester City,Wesley Fofana,FRA,DF,20.0,2000.0,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Wilfred Ndidi,NGA,"MF,DF",24.0,1996.0,19,18,1618,18.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Leicester City,Youri Tielemans,BEL,MF,24.0,1997.0,32,29,2631,29.2,6,4,10,4,2,2,3,0,0.21,0.14,0.34,0.14,0.27
ENG-Premier League,2122,Leicester City,Çağlar Söyüncü,TUR,DF,25.0,1996.0,28,28,2497,27.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2122,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",27.0,1993.0,17,9,785,8.7,2,1,3,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34
ENG-Premier League,2122,Liverpool,Alisson,BRA,GK,28.0,1992.0,36,36,3240,36.0,0,1,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2122,Liverpool,Andrew Robertson,SCO,DF,27.0,1994.0,29,29,2537,28.2,3,10,13,3,0,0,5,1,0.11,0.35,0.46,0.11,0.46
ENG-Premier League,2122,Liverpool,Caoimhín Kelleher,IRL,GK,22.0,1998.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Liverpool,Curtis Jones,ENG,MF,20.0,2001.0,15,10,851,9.5,1,1,2,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21
ENG-Premier League,2122,Liverpool,Diogo Jota,POR,FW,24.0,1996.0,35,27,2364,26.3,15,4,19,15,0,0,3,0,0.57,0.15,0.72,0.57,0.72
ENG-Premier League,2122,Liverpool,Divock Origi,BEL,"FW,MF",26.0,1995.0,7,0,133,1.5,3,0,3,3,0,0,0,0,2.03,0.0,2.03,2.03,2.03
ENG-Premier League,2122,Liverpool,Fabinho,BRA,MF,27.0,1993.0,29,26,2314,25.7,5,1,6,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16
ENG-Premier League,2122,Liverpool,Harvey Elliott,ENG,MF,18.0,2003.0,6,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Liverpool,Ibrahima Konaté,FRA,DF,22.0,1999.0,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Liverpool,James Milner,ENG,"MF,DF",35.0,1986.0,24,9,853,9.5,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2122,Liverpool,Joe Gomez,ENG,DF,24.0,1997.0,8,4,331,3.7,0,1,1,0,0,0,2,0,0.0,0.27,0.27,0.0,0.27
ENG-Premier League,2122,Liverpool,Jordan Henderson,ENG,MF,31.0,1990.0,35,29,2597,28.9,2,5,7,2,0,0,3,0,0.07,0.17,0.24,0.07,0.24
ENG-Premier League,2122,Liverpool,Joël Matip,CMR,DF,29.0,1991.0,31,31,2790,31.0,3,3,6,3,0,0,2,0,0.1,0.1,0.19,0.1,0.19
ENG-Premier League,2122,Liverpool,Kaide Gordon,ENG,FW,16.0,2004.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Liverpool,Kostas Tsimikas,GRE,DF,25.0,1996.0,13,9,877,9.7,0,2,2,0,0,0,3,0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2122,Liverpool,Luis Díaz,COL,FW,24.0,1997.0,13,11,958,10.6,4,3,7,4,0,0,0,0,0.38,0.28,0.66,0.38,0.66
ENG-Premier League,2122,Liverpool,Mohamed Salah,EGY,FW,29.0,1992.0,35,30,2762,30.7,23,13,36,18,5,6,1,0,0.75,0.42,1.17,0.59,1.01
ENG-Premier League,2122,Liverpool,Naby Keïta,GUI,MF,26.0,1995.0,23,14,1173,13.0,3,1,4,3,0,0,3,0,0.23,0.08,0.31,0.23,0.31
ENG-Premier League,2122,Liverpool,Neco Williams,WAL,"DF,MF",20.0,2001.0,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,11.25,11.25,0.0,11.25
ENG-Premier League,2122,Liverpool,Roberto Firmino,BRA,FW,29.0,1991.0,20,10,990,11.0,5,4,9,5,0,0,3,0,0.45,0.36,0.82,0.45,0.82
ENG-Premier League,2122,Liverpool,Sadio Mané,SEN,FW,29.0,1992.0,34,32,2819,31.3,16,2,18,16,0,0,5,0,0.51,0.06,0.57,0.51,0.57
ENG-Premier League,2122,Liverpool,Takumi Minamino,JPN,FW,26.0,1995.0,11,1,186,2.1,3,0,3,3,0,0,1,0,1.45,0.0,1.45,1.45,1.45
ENG-Premier League,2122,Liverpool,Thiago Alcántara,ESP,MF,30.0,1991.0,25,17,1534,17.0,1,4,5,1,0,0,2,0,0.06,0.23,0.29,0.06,0.29
ENG-Premier League,2122,Liverpool,Trent Alexander-Arnold,ENG,DF,22.0,1998.0,32,32,2853,31.7,2,12,14,2,0,0,2,0,0.06,0.38,0.44,0.06,0.44
ENG-Premier League,2122,Liverpool,Tyler Morton,ENG,MF,18.0,2002.0,2,1,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Liverpool,Virgil van Dijk,NED,DF,30.0,1991.0,34,34,3060,34.0,3,1,4,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12
ENG-Premier League,2122,Manchester City,Aymeric Laporte,ESP,DF,27.0,1994.0,33,33,2828,31.4,4,0,4,4,0,0,5,1,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2122,Manchester City,Benjamin Mendy,FRA,DF,27.0,1994.0,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
